kode_wilayah,nama_wilayah,tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
96747,Halim Perdana Kusuma Jakarta,8/13/2017,24.0,32.4,28.4,76.0,,,4.0,20.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,8/14/2017,24.4,33.0,28.0,80.0,0.4,,5.0,30.0,2.0,N 
96747,Halim Perdana Kusuma Jakarta,8/15/2017,24.0,32.4,27.2,74.0,0.4,,4.0,360.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,8/16/2017,23.6,33.8,27.7,56.0,,,5.0,20.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,8/17/2017,24.2,32.2,27.5,69.0,,,5.0,20.0,3.0,SE
96747,Halim Perdana Kusuma Jakarta,8/18/2017,25.0,33.2,28.6,65.0,,,7.0,100.0,5.0,SE
96747,Halim Perdana Kusuma Jakarta,8/19/2017,24.0,35.2,26.8,65.0,,,7.0,60.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/20/2017,25.2,33.8,28.2,69.0,,,5.0,50.0,4.0,NE
96747,Halim Perdana Kusuma Jakarta,8/21/2017,24.4,34.0,28.7,66.0,,,7.0,90.0,4.0,E 
96747,Halim Perdana Kusuma Jakarta,8/22/2017,24.2,34.0,28.0,67.0,,,5.0,20.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,8/23/2017,24.0,34.2,27.8,68.0,,,9.0,60.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/24/2017,24.0,34.4,28.6,61.0,,,8.0,60.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/25/2017,24.2,35.2,28.8,62.0,,,9.0,90.0,5.0,E 
96747,Halim Perdana Kusuma Jakarta,8/26/2017,25.0,34.2,28.4,60.0,,,10.0,60.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/27/2017,22.6,34.1,27.5,65.0,,,9.0,80.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/28/2017,22.8,34.8,28.8,60.0,,,9.0,80.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,8/29/2017,24.6,32.8,27.4,76.0,,,5.0,230.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,8/30/2017,23.6,33.4,27.8,74.0,,,6.0,10.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,8/31/2017,24.0,33.8,28.2,74.0,1.0,,6.0,10.0,3.0,NE
96747,Halim Perdana Kusuma Jakarta,9/1/2017,24.2,33.4,27.7,69.0,,,6.0,30.0,3.0,E 
96747,Halim Perdana Kusuma Jakarta,9/2/2017,24.0,33.6,28.1,67.0,,,5.0,30.0,3.0,E 
96747,Halim Perdana Kusuma Jakarta,9/3/2017,24.0,34.4,28.4,65.0,,,7.0,60.0,4.0,E 
96747,Halim Perdana Kusuma Jakarta,9/4/2017,24.0,34.4,28.9,64.0,,,6.0,30.0,3.0,NE
96747,Halim Perdana Kusuma Jakarta,9/5/2017,24.2,33.4,28.1,74.0,0.8,,6.0,360.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,9/6/2017,24.0,34.4,28.7,69.0,,,7.0,70.0,4.0,E 
96747,Halim Perdana Kusuma Jakarta,9/7/2017,24.4,34.4,26.3,65.0,,,7.0,70.0,4.0,E 
96747,Halim Perdana Kusuma Jakarta,9/8/2017,24.4,34.4,28.7,67.0,,,8.0,80.0,5.0,E 
96747,Halim Perdana Kusuma Jakarta,9/9/2017,24.4,35.4,28.9,70.0,2.6,,7.0,40.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,9/10/2017,25.4,35.2,29.4,65.0,,,4.0,350.0,3.0,S 
96747,Halim Perdana Kusuma Jakarta,9/11/2017,24.4,34.4,28.8,73.0,,,5.0,20.0,2.0,N 
96747,Halim Perdana Kusuma Jakarta,9/12/2017,24.0,33.2,28.4,75.0,8888.0,,5.0,360.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,9/13/2017,23.0,34.4,28.2,65.0,,,5.0,10.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,9/14/2017,23.0,34.4,28.6,67.0,,,5.0,340.0,3.0,NE
96747,Halim Perdana Kusuma Jakarta,9/15/2017,23.2,35.4,29.1,68.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/16/2017,25.4,35.2,29.8,,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/17/2017,24.4,36.4,29.9,62.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/18/2017,24.0,35.0,29.1,65.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/19/2017,24.4,34.8,29.6,68.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/20/2017,25.4,34.2,28.7,69.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/21/2017,23.2,33.4,27.6,72.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/22/2017,24.0,35.4,30.5,58.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/23/2017,24.0,36.4,29.2,61.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/24/2017,24.2,32.4,27.4,74.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/25/2017,25.0,32.6,28.0,70.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/26/2017,24.0,33.4,29.1,72.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/27/2017,23.2,30.4,25.0,91.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/28/2017,23.8,33.4,28.1,80.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/29/2017,24.0,33.6,28.8,75.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,9/30/2017,23.6,33.8,28.5,76.0,,,,,,
96747,Halim Perdana Kusuma Jakarta,10/1/2017,24.4,34.0,28.1,75.0,8.3,,5.0,180.0,4.0,S 
96747,Halim Perdana Kusuma Jakarta,10/2/2017,24.0,33.2,27.7,80.0,3.0,,5.0,40.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,10/3/2017,23.2,33.4,25.0,92.0,26.0,,7.0,80.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,10/4/2017,23.4,33.4,28.2,76.0,,,7.0,60.0,4.0,NE
96747,Halim Perdana Kusuma Jakarta,10/5/2017,23.4,33.6,29.1,70.0,,,8.0,80.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,10/6/2017,23.4,34.6,29.7,70.0,,,6.0,30.0,4.0,NE
96747,Halim Perdana Kusuma Jakarta,10/7/2017,25.0,34.4,29.4,69.0,,,5.0,360.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,10/8/2017,25.0,33.8,29.1,70.0,,,7.0,40.0,4.0,
96747,Halim Perdana Kusuma Jakarta,10/9/2017,23.6,31.6,26.6,86.0,37.0,,6.0,280.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,10/10/2017,24.8,32.0,27.8,80.0,,,3.0,240.0,2.0,N 
96747,Halim Perdana Kusuma Jakarta,10/11/2017,24.6,34.2,29.2,75.0,,,5.0,90.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,10/12/2017,24.6,32.4,27.0,84.0,55.0,,4.0,220.0,2.0,SW
96747,Halim Perdana Kusuma Jakarta,10/13/2017,23.0,33.4,28.4,74.0,0.1,,4.0,20.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,10/14/2017,23.6,35.4,29.6,70.0,,,5.0,360.0,3.0,
96747,Halim Perdana Kusuma Jakarta,10/15/2017,23.2,34.6,29.2,69.0,,,3.0,350.0,2.0,
96747,Halim Perdana Kusuma Jakarta,10/16/2017,26.0,32.6,26.6,81.0,13.0,,7.0,50.0,4.0,
96747,Halim Perdana Kusuma Jakarta,10/17/2017,24.6,33.4,28.2,72.0,,,5.0,20.0,2.0,
96747,Halim Perdana Kusuma Jakarta,10/18/2017,23.0,34.2,27.3,80.0,15.0,,8.0,20.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,10/19/2017,24.4,31.2,26.1,92.0,42.0,,8.0,190.0,2.0,
96747,Halim Perdana Kusuma Jakarta,10/20/2017,23.6,33.4,27.7,80.0,1.0,,6.0,220.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,10/21/2017,23.4,35.0,29.5,74.0,,,5.0,30.0,3.0,
96747,Halim Perdana Kusuma Jakarta,10/22/2017,25.4,32.6,28.6,78.0,9.0,,3.0,250.0,2.0,
96747,Halim Perdana Kusuma Jakarta,10/23/2017,24.4,33.4,26.8,80.0,36.0,,5.0,230.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,10/24/2017,23.4,34.2,27.9,76.0,0.1,,7.0,230.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,10/25/2017,24.0,32.4,28.2,68.0,0.2,,8.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,10/26/2017,24.6,33.2,28.4,74.0,,,8.0,280.0,6.0,SW
96747,Halim Perdana Kusuma Jakarta,10/27/2017,25.2,33.4,28.5,72.0,0.3,,7.0,210.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,10/28/2017,25.4,32.2,27.8,86.0,11.0,,9.0,260.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,10/29/2017,24.6,33.4,28.4,78.0,,,6.0,240.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,10/30/2017,24.2,34.2,28.7,76.0,,,6.0,40.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,10/31/2017,25.0,34.2,26.8,67.0,0.1,,4.0,230.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,11/1/2017,24.0,33.4,28.6,69.0,,,7.0,40.0,4.0,NE
96747,Halim Perdana Kusuma Jakarta,11/2/2017,24.4,34.0,29.2,68.0,,,6.0,20.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,11/3/2017,25.4,33.4,29.3,70.0,,,5.0,340.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,11/4/2017,25.0,34.2,28.1,74.0,2.2,,7.0,60.0,3.0,
96747,Halim Perdana Kusuma Jakarta,11/5/2017,25.0,34.8,29.4,72.0,,,6.0,40.0,5.0,NE
96747,Halim Perdana Kusuma Jakarta,11/6/2017,26.0,33.4,28.6,76.0,2.4,,6.0,30.0,5.0,
96747,Halim Perdana Kusuma Jakarta,11/7/2017,25.0,30.2,26.8,87.0,0.4,,6.0,60.0,4.0,SE
96747,Halim Perdana Kusuma Jakarta,11/8/2017,24.4,32.2,27.3,80.0,0.3,,3.0,330.0,3.0,NW
96747,Halim Perdana Kusuma Jakarta,11/9/2017,25.0,33.0,26.4,87.0,28.3,,5.0,240.0,3.0,SW
96747,Halim Perdana Kusuma Jakarta,11/10/2017,24.8,33.4,27.7,78.0,1.2,,4.0,40.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,11/11/2017,23.6,33.8,27.9,78.0,4.2,,5.0,240.0,4.0,
96747,Halim Perdana Kusuma Jakarta,11/12/2017,24.9,33.4,27.5,80.0,27.7,,9.0,260.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,11/13/2017,24.4,33.4,27.1,85.0,18.0,,4.0,120.0,3.0,SE
96747,Halim Perdana Kusuma Jakarta,11/14/2017,24.0,32.6,26.7,88.0,9.8,,5.0,360.0,4.0,N 
96747,Halim Perdana Kusuma Jakarta,11/15/2017,24.6,30.8,27.6,82.0,0.1,,3.0,60.0,3.0,NE
96747,Halim Perdana Kusuma Jakarta,11/16/2017,24.6,32.6,26.6,82.0,31.0,,6.0,240.0,5.0,SE
96747,Halim Perdana Kusuma Jakarta,11/17/2017,23.8,33.4,27.0,85.0,4.0,,5.0,20.0,3.0,SE
96747,Halim Perdana Kusuma Jakarta,11/18/2017,24.4,31.8,26.7,86.0,28.1,,8.0,20.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,11/19/2017,24.0,31.8,26.5,84.0,3.2,,8.0,190.0,3.0,S 
96747,Halim Perdana Kusuma Jakarta,11/20/2017,23.8,34.2,29.0,70.0,,,6.0,220.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,11/21/2017,24.4,33.0,27.5,74.0,5.7,,4.0,360.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,11/22/2017,24.0,33.2,27.8,84.0,2.2,,7.0,350.0,3.0,N 
96747,Halim Perdana Kusuma Jakarta,11/23/2017,24.8,33.8,29.2,76.0,,,5.0,230.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,11/24/2017,25.0,34.0,29.3,68.0,,,7.0,230.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,11/25/2017,24.2,33.0,28.6,72.0,,,8.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,11/26/2017,24.4,33.5,26.4,86.0,0.5,,8.0,280.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,11/27/2017,25.0,28.4,26.2,87.0,8.8,,7.0,210.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,11/28/2017,23.6,29.4,26.1,82.0,0.2,,9.0,260.0,8.0,W 
96747,Halim Perdana Kusuma Jakarta,11/29/2017,24.4,32.4,28.0,76.0,39.0,,6.0,240.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,11/30/2017,24.4,28.6,25.7,88.0,,,9.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/1/2017,24.0,31.4,26.9,72.0,0.2,,9.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,12/2/2017,24.3,32.4,28.7,66.0,,,9.0,260.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,12/3/2017,24.4,33.6,28.5,73.0,,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/4/2017,24.4,34.4,29.2,68.0,,,8.0,270.0,8.0,W 
96747,Halim Perdana Kusuma Jakarta,12/5/2017,24.4,33.8,28.9,66.0,,,5.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/6/2017,24.0,34.7,29.2,67.0,,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/7/2017,24.0,34.4,29.0,71.0,0.7,,4.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/8/2017,24.4,32.4,29.3,69.0,19.0,,5.0,230.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/9/2017,24.0,33.4,28.4,75.0,,,9.0,240.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,12/10/2017,24.0,32.4,28.2,76.0,2.0,,6.0,260.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,12/11/2017,24.0,32.4,27.1,83.0,62.0,,6.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/12/2017,24.4,,27.3,83.0,38.0,,5.0,160.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/13/2017,24.0,30.2,26.8,82.0,,,6.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/14/2017,24.2,33.2,26.6,78.0,,,3.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,12/15/2017,24.4,32.4,27.7,76.0,0.3,,7.0,200.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,12/16/2017,24.4,31.8,25.4,92.0,62.0,,4.0,270.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,12/17/2017,23.4,29.8,26.1,83.0,0.7,,6.0,250.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,12/18/2017,23.6,30.8,27.2,76.0,0.4,,4.0,330.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/19/2017,24.2,30.4,26.9,86.0,7.5,,5.0,270.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/20/2017,24.4,29.8,25.2,94.0,47.9,,4.0,280.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,12/21/2017,23.8,29.2,25.7,88.0,,,5.0,250.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/22/2017,23.8,34.2,28.4,76.0,0.6,,5.0,290.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,12/23/2017,24.4,32.4,28.1,70.0,,,6.0,280.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/24/2017,24.0,34.2,29.4,64.0,,,6.0,250.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/25/2017,23.0,33.6,28.2,66.0,,,6.0,270.0,6.0,SW
96747,Halim Perdana Kusuma Jakarta,12/26/2017,23.4,33.4,28.1,73.0,,,4.0,300.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,12/27/2017,25.4,32.0,28.6,73.0,4.8,,5.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,12/28/2017,24.0,33.4,27.6,74.0,,,4.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,12/29/2017,24.2,32.4,27.7,76.0,,,4.0,330.0,2.0,N 
96747,Halim Perdana Kusuma Jakarta,12/30/2017,23.4,31.4,27.6,79.0,8888.0,,4.0,220.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,12/31/2017,23.8,34.4,27.5,82.0,18.5,,7.0,50.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,1/1/2018,24.0,34.2,28.4,74.0,,,9.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,1/2/2018,24.4,33.8,29.6,68.0,0.3,,9.0,260.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,1/3/2018,24.0,33.6,28.1,76.0,0.3,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/4/2018,25.3,32.2,28.0,79.0,0.2,,8.0,270.0,8.0,W 
96747,Halim Perdana Kusuma Jakarta,1/5/2018,24.0,30.6,27.9,68.0,,,5.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/6/2018,25.3,32.4,28.2,70.0,0.5,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/7/2018,24.0,30.0,28.0,72.0,,,4.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/8/2018,24.0,32.4,28.4,72.0,,,5.0,230.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/9/2018,35.4,32.0,28.6,72.0,,,9.0,240.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,1/10/2018,24.2,33.4,28.9,65.0,,,6.0,260.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,1/11/2018,25.0,31.4,27.6,72.0,0.1,,6.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/12/2018,24.0,32.8,27.8,69.0,,,5.0,160.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/13/2018,25.4,32.4,28.8,64.0,20.7,,6.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/14/2018,23.4,30.0,26.0,81.0,20.3,,3.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,1/15/2018,24.0,30.8,25.2,86.0,90.6,,7.0,200.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,1/16/2018,23.8,31.8,27.0,71.0,,,4.0,270.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,1/17/2018,24.6,30.4,26.5,82.0,2.2,,6.0,250.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,1/18/2018,24.4,29.4,25.6,88.0,4.9,,4.0,330.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/19/2018,24.2,28.4,26.5,79.0,0.5,,5.0,270.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/20/2018,23.6,31.4,26.8,78.0,2.3,,4.0,280.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,1/21/2018,23.8,32.0,27.7,74.0,2.1,,5.0,250.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/22/2018,24.0,28.4,26.0,82.0,1.8,,5.0,290.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,1/23/2018,24.4,32.4,27.8,74.0,2.9,,6.0,280.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/24/2018,24.0,32.2,27.0,80.0,11.6,,6.0,250.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/25/2018,23.0,29.6,25.9,81.0,0.6,,6.0,270.0,6.0,SW
96747,Halim Perdana Kusuma Jakarta,1/26/2018,24.0,31.8,27.5,73.0,5.2,,4.0,300.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,1/27/2018,24.4,31.4,28.0,69.0,0.3,,5.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/28/2018,24.0,29.4,25.3,87.0,6.8,,4.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,1/29/2018,23.4,30.2,26.1,84.0,9.6,,16.0,330.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,1/30/2018,24.0,31.4,25.9,90.0,2.7,,12.0,240.0,5.0,SW
96747,Halim Perdana Kusuma Jakarta,1/31/2018,24.4,31.4,26.8,84.0,3.0,,10.0,270.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,2/1/2018,24.0,32.0,27.1,82.0,15.8,,9.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,2/2/2018,23.8,32.4,27.9,77.0,34.8,,9.0,260.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,2/3/2018,24.0,31.2,27.2,83.0,9.1,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/4/2018,24.1,30.4,27.0,84.0,47.9,,8.0,270.0,8.0,W 
96747,Halim Perdana Kusuma Jakarta,2/5/2018,24.0,29.4,25.8,84.0,34.1,,5.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/6/2018,23.0,29.2,24.9,90.0,21.3,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/7/2018,23.4,29.4,25.3,88.0,29.0,,4.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/8/2018,24.0,28.9,25.6,91.0,24.7,,5.0,230.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/9/2018,23.2,30.4,25.9,90.0,11.4,,9.0,240.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,2/10/2018,23.8,30.6,27.1,81.0,,,6.0,260.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,2/11/2018,24.0,30.2,26.6,84.0,1.3,,6.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/12/2018,24.4,30.2,26.8,80.0,24.8,,5.0,160.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/13/2018,23.0,30.0,26.7,90.0,5.0,,6.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/14/2018,23.4,29.8,26.2,86.0,3.2,,3.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,2/15/2018,24.0,27.4,25.4,88.0,42.7,,7.0,200.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,2/16/2018,23.2,31.8,27.3,79.0,,,4.0,270.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,2/17/2018,23.4,31.4,27.1,80.0,0.8,,6.0,250.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,2/18/2018,24.3,31.4,27.1,81.0,0.3,,4.0,330.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/19/2018,23.6,31.8,27.3,82.0,18.9,,5.0,270.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/20/2018,24.0,32.8,27.5,81.0,0.1,,4.0,280.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,2/21/2018,25.0,33.4,26.7,88.0,17.3,,5.0,250.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/22/2018,24.2,30.0,26.8,87.0,,,5.0,290.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,2/23/2018,24.4,32.4,27.3,86.0,0.1,,6.0,280.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/24/2018,24.0,32.4,27.6,80.0,12.7,,6.0,250.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/25/2018,23.8,31.4,27.5,81.0,21.5,,6.0,270.0,6.0,SW
96747,Halim Perdana Kusuma Jakarta,2/26/2018,24.2,31.2,26.6,83.0,8888.0,,4.0,300.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,2/27/2018,24.0,32.4,26.6,86.0,2.5,,5.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,2/28/2018,24.4,31.2,27.3,82.0,0.3,,4.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,3/1/2018,23.8,32.8,27.2,87.0,20.2,,9.0,240.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,3/2/2018,23.8,33.4,27.9,81.0,,,9.0,260.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,3/3/2018,23.4,32.0,27.8,84.0,0.9,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/4/2018,24.0,33.6,27.9,81.0,0.1,,8.0,270.0,8.0,W 
96747,Halim Perdana Kusuma Jakarta,3/5/2018,24.8,32.4,27.7,76.0,,,5.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/6/2018,23.4,31.2,27.0,86.0,9.2,,5.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/7/2018,23.6,33.8,26.7,84.0,42.0,,4.0,260.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/8/2018,23.8,32.4,26.8,86.0,14.9,,5.0,230.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/9/2018,23.4,31.8,26.5,89.0,8.0,,9.0,240.0,7.0,W 
96747,Halim Perdana Kusuma Jakarta,3/10/2018,23.0,32.2,27.6,81.0,2.5,,6.0,260.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,3/11/2018,23.4,32.4,26.9,86.0,7.0,,6.0,270.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/12/2018,24.2,30.4,27.5,82.0,0.6,,5.0,160.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/13/2018,24.0,30.8,27.1,82.0,,,6.0,260.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/14/2018,25.0,32.4,28.1,79.0,6.3,,3.0,250.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,3/15/2018,24.4,34.4,28.5,77.0,,,7.0,200.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,3/16/2018,24.0,33.2,27.8,78.0,0.9,,4.0,270.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,3/17/2018,24.4,31.2,26.1,88.0,24.4,,6.0,250.0,6.0,W 
96747,Halim Perdana Kusuma Jakarta,3/18/2018,24.4,33.6,27.1,79.0,3.6,,4.0,330.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/19/2018,24.2,32.4,27.3,81.0,10.3,,5.0,270.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/20/2018,24.0,34.2,27.2,83.0,1.1,,4.0,280.0,3.0,W 
96747,Halim Perdana Kusuma Jakarta,3/21/2018,24.2,29.4,27.0,78.0,0.8,,5.0,250.0,4.0,W 
96747,Halim Perdana Kusuma Jakarta,3/22/2018,24.0,28.4,26.0,82.0,1.8,,5.0,290.0,4.0,SW
96747,Halim Perdana Kusuma Jakarta,3/23/2018,23.0,32.4,27.2,79.0,0.7,,6.0,280.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/24/2018,23.8,30.0,26.5,86.0,1.4,,6.0,250.0,5.0,W 
96747,Halim Perdana Kusuma Jakarta,3/25/2018,23.6,33.7,26.8,76.0,22.4,,6.0,270.0,6.0,SW
