kode_wilayah,nama_wilayah,tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/16/2017,27,33.4,30.5,71.0,0,7.1,5.0,80.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/17/2017,28,33.2,30.1,75.0,,7.7,5.0,70.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/18/2017,28,33.2,30.2,72.0,,5.4,4.0,100.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/19/2017,28,33.9,30.3,70.0,0,,4.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/20/2017,28,32.6,29.8,72.0,,6.2,3.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/21/2017,,32.1,,,,,3.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/22/2017,28,33.7,30.1,71.0,0,0.9,4.0,60.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/23/2017,,32.8,30,70.0,,5.5,4.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/24/2017,28,33.8,29.8,68.0,,6.1,6.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/25/2017,27,33.6,29.7,66.0,0,4.3,5.0,80.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/26/2017,,33.2,29.6,70.0,,5,3.0,350.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/27/2017,,32,29.9,74.0,,,6.0,80.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/28/2017,28,31.2,29.4,75.0,0,2.7,4.0,60.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/29/2017,26,28.3,27.1,84.0,,0,4.0,130.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/30/2017,,,27.8,82.0,3.5,0,5.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,5/31/2017,26,33.6,29.7,73.0,0,1.2,8.0,260.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/1/2017,,31,28.5,70.0,,,5.0,270.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/2/2017,26,,28.1,80.0,8888,0,4.0,90.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/3/2017,,32.4,29.3,77.0,,0,4.0,70.0,3.0,SW
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/4/2017,27,32.4,29.2,74.0,,4,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/5/2017,27,33,29.6,74.0,0,6.3,3.0,330.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/6/2017,24,32.6,28.6,76.0,55,2.4,4.0,80.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/7/2017,,32.8,29.5,73.0,,5.5,5.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/8/2017,27,33.4,29.4,73.0,0,7.9,6.0,150.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/9/2017,27,33.8,29.6,74.0,,8.9,5.0,100.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/10/2017,27,32.5,29.4,77.0,0,8.7,4.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/11/2017,27,31.8,29.1,76.0,0.1,5.3,3.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/12/2017,27,33,29.5,76.0,0,2.7,4.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/13/2017,27,32.8,30.1,73.0,,7.7,4.0,270.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/14/2017,23,30.7,27.7,80.0,21.9,3.4,4.0,90.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/15/2017,25,31.5,29,76.0,0,2.2,6.0,70.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/16/2017,24,32.7,29,77.0,21.5,0.9,6.0,80.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/17/2017,,32.2,29.1,77.0,,7.9,4.0,110.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/18/2017,26,,28.8,76.0,0.8,7.1,3.0,350.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/19/2017,,,29.1,65.0,,7.1,3.0,330.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/20/2017,25,32.8,29.2,68.0,,6.8,5.0,70.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/21/2017,27,33,29.2,72.0,0,7.9,4.0,250.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/22/2017,27,30.2,28.3,78.0,,5.8,5.0,130.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/23/2017,27,31,28.2,79.0,8888,0,5.0,80.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/24/2017,27,,27.1,85.0,0,,5.0,130.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/25/2017,,31.4,27.6,78.0,0.2,0,7.0,90.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/26/2017,,30.6,28,79.0,16.1,5.4,5.0,100.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/27/2017,24,31.4,27.3,81.0,11.5,3,4.0,70.0,2.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/28/2017,,32.2,28.2,78.0,,6.7,5.0,80.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/29/2017,26,32,28.3,78.0,,9,5.0,50.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,6/30/2017,25,34.2,27,,53.4,9,5.0,290.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/1/2017,,32.4,27.9,77.0,0.8,1,5.0,120.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/2/2017,27,,29.1,71.0,,8.4,6.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/3/2017,27,,29.5,75.0,,6.9,5.0,50.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/4/2017,,33.4,29.5,73.0,,6.7,5.0,60.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/5/2017,,32.8,29.6,71.0,,7.9,4.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/6/2017,26,32.2,28.5,68.0,,3.6,4.0,130.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/7/2017,,32.4,29.1,72.0,,2.5,4.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/8/2017,27,,29.2,70.0,,4.6,5.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/9/2017,27,31.8,29.3,72.0,0,0,5.0,250.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/10/2017,26,31.6,28.3,77.0,,6.9,3.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/11/2017,,,28.2,75.0,19.8,3.4,4.0,230.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/12/2017,26,31.2,28.1,78.0,,3.4,3.0,340.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/13/2017,,31.6,28.2,75.0,,0,4.0,340.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/14/2017,26,31.9,28.9,72.0,,1.9,5.0,90.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/15/2017,27,32,29,67.0,0,0.5,5.0,60.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/16/2017,,31.6,28.3,70.0,,0,4.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/17/2017,26,32,28.4,63.0,,0.9,3.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/18/2017,,33,28,73.0,0,7.4,5.0,130.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/19/2017,,31.9,28.4,75.0,8888,0,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/20/2017,25,,28.8,75.0,,6.8,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/21/2017,26,,28.4,79.0,14.5,7.4,4.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/22/2017,27,34,29.4,72.0,0.1,5.1,5.0,70.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/23/2017,27,32.2,28.9,74.0,,6.9,3.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/24/2017,27,33.2,28.6,74.0,0,5,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/25/2017,27,32.6,28.6,67.0,,,5.0,60.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/26/2017,26,34.4,29.2,59.0,,7.9,5.0,110.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/27/2017,26,32.9,28.7,67.0,,7.5,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/28/2017,27,33.2,29,72.0,,6.1,6.0,90.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/29/2017,27,33.8,29.4,75.0,,,6.0,60.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/30/2017,27,33.6,29.3,74.0,0,7.9,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,7/31/2017,,32.8,29.4,74.0,,9.4,4.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/1/2017,21,33,28.6,62.0,,7.6,5.0,30.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/2/2017,25,33,28.4,65.0,0,5.4,6.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/3/2017,26,,28.5,65.0,,8.7,4.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/4/2017,,31.8,28.2,65.0,,8.8,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/5/2017,26,32.6,28.7,70.0,0,8.3,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/6/2017,26,32.1,29,70.0,,7.9,5.0,30.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/7/2017,27,32.7,29.1,72.0,0,7.3,5.0,50.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/8/2017,27,32.4,29.2,67.0,,8.9,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/9/2017,27,32,28.8,71.0,,8.8,4.0,330.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/10/2017,25,31.8,28.7,72.0,0,2.8,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/11/2017,,32.4,28.9,72.0,,7.1,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/12/2017,27,31.6,29,74.0,0,5.8,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/13/2017,,31.6,29.1,75.0,,6,4.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/14/2017,27,32,29.1,74.0,0,1.8,4.0,350.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/15/2017,27,,28.5,72.0,,2.1,4.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/16/2017,26,32.8,28.4,60.0,,0.9,5.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/17/2017,26,31.3,28.2,68.0,,7.7,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/18/2017,26,32.6,29.3,63.0,0,3.3,6.0,70.0,4.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/19/2017,27,34.4,30,63.0,,5,7.0,80.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/20/2017,26,32.6,28.7,69.0,0,5.3,5.0,80.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/21/2017,,33.7,29.3,61.0,,,6.0,60.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/22/2017,27,31.9,28.6,67.0,0,6.7,4.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/23/2017,26,32.8,28.7,66.0,,0,6.0,70.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/24/2017,,,29.7,61.0,,4.6,8.0,80.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/25/2017,27,33.2,29.4,62.0,,5.5,7.0,120.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/26/2017,27,,28.8,60.0,,3.4,8.0,70.0,4.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/27/2017,,33.5,28.6,63.0,0,4.7,7.0,100.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/28/2017,,33.8,29.4,60.0,,5.5,6.0,100.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/29/2017,,31.6,28.3,73.0,,,5.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/30/2017,25,30.8,27.7,75.0,1.9,0,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,8/31/2017,,31.8,28.7,74.0,0,,6.0,50.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/1/2017,27,,28.8,71.0,0,7.7,6.0,130.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/2/2017,26,32.2,28.6,67.0,,7.2,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/3/2017,27,33.1,29,66.0,,8.6,6.0,60.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/4/2017,27,,29.3,65.0,0,9.4,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/5/2017,27,32.4,29.5,71.0,,7.3,5.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/6/2017,27,,29.5,67.0,,1.1,7.0,90.0,4.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/7/2017,,33.2,29.1,69.0,,7.7,6.0,70.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/8/2017,,,29.4,67.0,,7.9,8.0,80.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/9/2017,27,,29.3,73.0,,10,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/10/2017,27,33.1,29.8,68.0,,10,5.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/11/2017,26,32.1,29.1,77.0,2.5,9.4,4.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/12/2017,27,32.2,29.7,72.0,,0.9,3.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/13/2017,,32.5,28.4,66.0,,6.4,4.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/14/2017,26,32.4,28.7,71.0,,7.9,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/15/2017,27,32.8,29.5,71.0,,,5.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/16/2017,28,34.2,30.5,62.0,0,10.1,7.0,70.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/17/2017,,33.6,29.4,69.0,,10,6.0,50.0,3.0,SE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/18/2017,27,33.2,29.4,66.0,,,6.0,110.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/19/2017,27,32.8,29.6,70.0,,10.4,5.0,60.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/20/2017,28,32.7,29.3,69.0,,8.7,5.0,130.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/21/2017,25,,28,74.0,4.1,7.5,4.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/22/2017,26,32.2,28.5,69.0,,10.1,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/23/2017,26,33.6,29.7,65.0,,10.3,4.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/24/2017,27,30.4,28.5,72.0,0,9.3,3.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/25/2017,27,32.7,29.4,70.0,8888,,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/26/2017,27,32.5,30,70.0,0,7.7,5.0,110.0,3.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/27/2017,,27.8,25.6,92.0,17,6.6,4.0,130.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/28/2017,24,31.5,27.9,80.0,43.2,0,4.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/29/2017,25,32.2,29.5,76.0,3.4,5.9,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,9/30/2017,27,32.3,29.7,72.0,4.4,8.2,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/1/2017,27,33,28.3,79.0,0,8.8,5.0,220.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/2/2017,24,32.3,28.9,76.0,21,3.1,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/3/2017,27,,29,75.0,,5.6,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/4/2017,26,31.8,28.9,75.0,0,,5.0,50.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/5/2017,27,33.4,30,74.0,,8,6.0,60.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/6/2017,28,32.1,29.9,73.0,0.1,9.9,4.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/7/2017,27,33.5,29.8,70.0,,8.4,4.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/8/2017,,,29.6,69.0,0.1,7.7,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/9/2017,27,32.8,29.9,71.0,0,5.2,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/10/2017,27,32,29.1,76.0,0,4.7,3.0,320.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/11/2017,27,33.6,29.7,74.0,,0,5.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/12/2017,28,33.4,29.9,71.0,,4.9,3.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/13/2017,26,33.5,29.7,68.0,,3.8,4.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/14/2017,27,33,30.2,69.0,0,10,4.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/15/2017,27,33,29.8,68.0,1.2,7.2,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/16/2017,28,33.4,29.3,72.0,0,6.8,4.0,210.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/17/2017,27,,29,68.0,1.8,2.5,26.0,50.0,3.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/18/2017,27,32.8,29.2,77.0,,3.7,4.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/19/2017,26,,27.9,81.0,6.3,5.3,3.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/20/2017,26,32.2,29.2,77.0,2.7,3.6,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/21/2017,27,,30.5,72.0,,9.3,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/22/2017,28,33.1,30.7,70.0,2.6,7.6,5.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/23/2017,28,,27.7,73.0,,10,5.0,260.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/24/2017,22,32.2,28.5,80.0,23.3,6,4.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/25/2017,26,33.4,29.7,71.0,,,4.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/26/2017,28,,30.4,68.0,0,,5.0,260.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/27/2017,27,32.8,29.8,67.0,,4.9,3.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/28/2017,,31.7,28.6,79.0,,6.6,5.0,120.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/29/2017,26,31.9,28.9,80.0,10.2,0.7,4.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/30/2017,,,29.9,72.0,,3.6,4.0,40.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,10/31/2017,28,33.6,30.5,66.0,0,11.6,5.0,270.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/1/2017,27,32.2,29.2,68.0,,7.8,5.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/2/2017,27,33.1,29.8,70.0,,6.3,4.0,40.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/3/2017,28,33.2,30,70.0,,9.5,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/4/2017,27,33.2,29.4,75.0,,2.3,4.0,270.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/5/2017,27,,30.2,70.0,0.8,3.8,4.0,40.0,2.0,E 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/6/2017,,33,29.4,77.0,5,7.8,5.0,10.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/7/2017,27,28.8,27.9,82.0,0.8,9.6,6.0,10.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/8/2017,26,31.8,29.3,74.0,1.6,0,4.0,360.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/9/2017,,33.4,29.2,76.0,,4.7,5.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/10/2017,25,,28.5,74.0,32.1,3.7,4.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/11/2017,26,33.3,29.3,71.0,0,9.6,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/12/2017,,34,29.2,74.0,,7.7,21.0,20.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/13/2017,27,32.7,28.6,78.0,0,5.3,4.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/14/2017,24,33,29,79.0,39.1,1.1,3.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/15/2017,25,,27.9,82.0,17.8,3.8,2.0,20.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/16/2017,26,31.9,27.8,79.0,,0.9,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/17/2017,,32.3,28.1,81.0,4.7,1.5,6.0,30.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/18/2017,26,31.8,28.8,77.0,3.2,7.7,4.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/19/2017,26,,27.1,84.0,,4.9,3.0,10.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/20/2017,25,34.6,30.3,70.0,14.1,0,6.0,40.0,2.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/21/2017,,32.3,29.1,68.0,,4,3.0,50.0,1.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/22/2017,,32.7,29.4,74.0,,1.1,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/23/2017,,33.6,29.9,74.0,,6,6.0,30.0,3.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/24/2017,27,35.8,30.6,63.0,,6.4,7.0,30.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/25/2017,27,,29.8,70.0,,6.3,8.0,30.0,5.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/26/2017,27,30,27.3,83.0,0.2,4.3,7.0,30.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/27/2017,,,27.1,82.0,,1.3,8.0,30.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/28/2017,25,30.8,27.4,78.0,1.3,0,10.0,290.0,5.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/29/2017,25,32.8,28.8,73.0,0.1,1.8,5.0,30.0,2.0,N 
96741,Stasiun Meteorologi Maritim Tanjung Priok,11/30/2017,25,29.4,26.9,84.0,7.7,3,10.0,30.0,6.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/1/2017,24,31,27.4,74.0,20.3,0,7.0,30.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/2/2017,,32,29.5,66.0,0.1,,10.0,30.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/3/2017,26,33.2,29.1,74.0,0,3.6,7.0,280.0,4.0,NE
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/4/2017,27,34.4,29.5,71.0,,7.2,8.0,250.0,5.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/5/2017,26,33.8,30.1,66.0,0,7.2,7.0,280.0,4.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/6/2017,26,32.9,28.9,76.0,,5.3,4.0,280.0,2.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/7/2017,,32.6,29.6,75.0,,8.5,5.0,280.0,3.0,W 
96741,Stasiun Meteorologi Maritim Tanjung Priok,12/8/2017,27,31.6,29.4,72.0,0,10.5,5.0,320.0,2.0,N 
